customer_id,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration
500,27,female,2,own,little,little,3123,24
501,42,male,2,free,little,little,5493,36
502,49,male,2,own,moderate,rich,1126,9
503,38,male,2,own,moderate,moderate,1216,24
504,24,female,2,rent,little,little,1207,24
505,27,male,1,own,NA,NA,1309,10
506,36,male,2,own,quite rich,rich,2360,15
507,34,male,3,own,moderate,moderate,6850,15
508,28,male,2,own,little,NA,1413,24
509,45,male,3,own,moderate,NA,8588,39
510,26,male,2,own,little,little,759,12
511,32,male,3,free,little,NA,4686,36
512,26,male,2,rent,little,rich,2687,15
513,20,male,2,rent,little,moderate,585,12
514,54,male,2,own,NA,NA,2255,24
515,37,female,2,own,little,little,609,6
516,40,male,1,own,little,little,1361,6
517,23,female,2,rent,little,NA,7127,36
518,43,male,2,own,moderate,little,1203,6
519,36,male,2,free,NA,NA,700,6
520,44,male,2,free,little,NA,5507,24
521,24,female,2,own,little,little,3190,18
522,53,male,2,free,little,little,7119,48
523,23,female,2,own,moderate,NA,3488,24
524,26,female,1,own,little,moderate,1113,18
525,30,male,2,own,little,moderate,7966,26
526,31,female,2,own,moderate,NA,1532,15
527,42,male,1,own,little,NA,1503,4
528,31,male,2,rent,little,little,2302,36
529,41,male,1,own,little,little,662,6
530,32,male,2,own,little,moderate,2273,36
531,28,female,2,rent,moderate,moderate,2631,15
532,41,male,2,rent,little,NA,1503,12
533,26,male,2,own,moderate,NA,1311,24
534,25,male,2,own,NA,NA,3105,24
535,33,male,2,rent,little,rich,2319,21
536,75,female,3,own,NA,little,1374,6
537,37,female,2,own,little,moderate,3612,18
538,42,male,3,free,little,little,7763,48
539,45,female,1,own,little,rich,3049,18
540,23,male,2,rent,little,moderate,1534,12
541,60,male,2,free,little,NA,2032,24
542,31,male,2,own,NA,little,6350,30
543,34,male,1,own,little,rich,2864,18
544,61,male,1,own,little,NA,1255,12
545,43,male,2,free,little,little,1333,24
546,37,female,2,own,little,NA,2022,24
547,32,male,2,own,little,NA,1552,24
548,24,female,1,own,little,little,626,12
549,35,male,2,free,NA,NA,8858,48
550,23,female,2,own,NA,NA,996,12
551,45,male,1,own,quite rich,NA,1750,6
552,34,male,2,own,little,little,6999,48
553,27,male,2,own,moderate,moderate,1995,12
554,67,female,3,own,little,moderate,1199,9
555,22,male,2,own,little,moderate,1331,12
556,28,female,2,own,moderate,moderate,2278,18
557,29,female,2,own,NA,NA,5003,21
558,27,male,2,own,little,little,3552,24
559,31,male,1,own,little,moderate,1928,18
560,49,male,2,free,NA,little,2964,24
561,24,male,1,rent,little,little,1546,24
562,29,female,2,own,little,rich,683,6
563,37,male,2,free,NA,moderate,12389,36
564,37,male,3,own,NA,moderate,4712,24
565,23,female,2,rent,moderate,moderate,1553,24
566,36,male,2,own,little,little,1372,12
567,34,male,2,own,rich,NA,2578,24
568,41,male,2,own,NA,moderate,3979,48
569,31,female,2,own,little,little,6758,48
570,23,female,1,rent,little,little,3234,24
571,38,male,2,own,little,NA,5954,30
572,26,female,3,rent,NA,NA,5433,24
573,22,female,1,own,little,little,806,15
574,27,male,1,own,little,moderate,1082,9
575,24,female,2,own,little,NA,2788,15
576,27,female,2,own,little,moderate,2930,12
577,33,female,2,own,NA,NA,1927,24
578,27,male,2,own,little,moderate,2820,36
579,27,male,1,own,little,NA,937,24
580,30,male,2,own,little,moderate,1056,18
581,49,male,1,own,little,moderate,3124,12
582,26,female,2,rent,little,NA,1388,9
583,33,male,1,rent,little,moderate,2384,36
584,52,female,3,free,NA,NA,2133,12
585,20,female,2,rent,little,little,2039,18
586,36,male,2,rent,little,little,2799,9
587,21,male,1,own,little,little,1289,12
588,47,male,1,own,little,little,1217,18
589,60,male,2,own,little,little,2246,12
590,58,female,1,own,little,little,385,12
591,42,female,2,rent,NA,moderate,1965,24
592,36,female,1,own,rich,NA,1572,21
593,20,female,1,rent,little,moderate,2718,24
594,40,male,3,own,NA,little,1358,24
595,32,female,1,own,moderate,moderate,931,6
596,23,female,2,rent,little,little,1442,24
597,36,male,1,own,little,moderate,4241,24
598,31,male,2,own,little,NA,2775,18
599,32,male,2,free,little,NA,3863,24
600,45,female,2,own,little,moderate,2329,7
601,30,female,2,own,little,moderate,918,9
602,34,female,1,free,little,moderate,1837,24
603,28,female,3,own,little,NA,3349,36
604,23,female,2,own,little,rich,1275,10
605,22,male,2,own,quite rich,little,2828,24
606,74,male,3,own,little,NA,4526,24
607,50,female,2,free,moderate,moderate,2671,36
608,33,male,2,own,little,NA,2051,18
609,45,male,2,free,NA,NA,1300,15
610,22,female,2,own,moderate,little,741,12
611,48,female,1,free,moderate,rich,1240,10
612,29,female,2,own,rich,little,3357,21
613,22,female,2,rent,little,little,3632,24
614,22,female,2,own,little,NA,1808,18
615,48,male,3,own,NA,moderate,12204,48
616,27,male,3,free,NA,moderate,9157,60
617,37,male,2,rent,little,little,3676,6
618,21,female,2,rent,moderate,moderate,3441,30
619,49,male,1,own,little,NA,640,12
620,27,male,2,own,little,moderate,3652,21
621,32,male,2,own,little,NA,1530,18
622,38,male,2,own,NA,NA,3914,48
623,22,female,2,rent,little,little,1858,12
624,65,male,2,free,little,little,2600,18
625,35,male,2,own,NA,NA,1979,15
626,41,male,2,own,little,rich,2116,6
627,29,male,2,own,moderate,moderate,1437,9
628,36,male,2,own,quite rich,NA,4042,42
629,64,male,1,own,NA,NA,3832,9
630,28,female,2,own,little,little,3660,24
631,44,male,2,own,little,little,1553,18
632,23,male,2,own,NA,moderate,1444,15
633,19,female,2,rent,little,NA,1980,9
634,25,female,1,own,little,moderate,1355,24
635,47,male,2,own,little,NA,1393,12
636,28,female,2,own,quite rich,NA,1376,24
637,21,male,2,own,little,NA,15653,60
638,34,female,2,own,little,NA,1493,12
639,26,male,2,own,little,little,4370,42
640,27,female,0,own,little,little,750,18
641,38,male,1,own,little,moderate,1308,15
642,40,male,3,own,moderate,NA,4623,15
643,33,male,2,own,little,NA,1851,24
644,32,male,3,own,little,little,1880,18
645,27,male,2,rent,NA,NA,7980,36
646,32,male,2,own,little,little,4583,30
647,26,female,2,own,quite rich,NA,1386,12
648,38,male,2,free,little,rich,947,24
649,40,male,1,rent,little,little,684,12
650,50,male,3,free,little,little,7476,48
651,37,male,1,own,little,moderate,1922,12
652,45,male,2,own,little,little,2303,24
653,42,male,3,own,moderate,moderate,8086,36
654,35,male,2,own,little,NA,2346,24
655,22,male,2,free,little,little,3973,14
656,41,male,1,own,little,moderate,888,12
657,37,male,2,own,NA,NA,10222,48
658,28,female,2,own,little,moderate,4221,30
659,41,male,2,own,little,moderate,6361,18
660,23,male,2,rent,little,rich,1297,12
661,23,male,2,own,NA,little,900,12
662,50,male,2,own,little,NA,2241,21
663,35,male,3,own,little,moderate,1050,6
664,50,female,1,own,little,rich,1047,6
665,27,male,3,own,little,NA,6314,24
666,34,male,2,own,rich,moderate,3496,30
667,27,female,2,own,little,NA,3609,48
668,43,male,2,rent,little,little,4843,12
669,47,male,2,own,little,rich,3017,30
670,27,male,1,own,moderate,NA,4139,24
671,31,male,2,own,moderate,NA,5742,36
672,42,male,3,own,little,NA,10366,60
673,24,male,2,own,quite rich,NA,2080,6
674,41,male,1,own,quite rich,NA,2580,21
675,26,female,3,rent,little,NA,4530,30
676,33,male,2,own,little,NA,5150,24
677,24,male,2,own,moderate,moderate,5595,72
678,64,male,1,rent,little,little,2384,24
679,26,female,2,own,little,NA,1453,18
680,56,female,2,own,little,NA,1538,6
681,37,male,2,free,NA,NA,2279,12
682,33,male,2,own,little,NA,1478,15
683,47,male,2,free,little,NA,5103,24
684,31,male,1,own,moderate,moderate,9857,36
685,34,male,2,free,NA,NA,6527,60
686,27,male,2,own,NA,rich,1347,10
687,30,male,2,free,moderate,moderate,2862,36
688,35,male,2,own,moderate,NA,2753,9
689,31,male,2,own,rich,little,3651,12
690,25,male,2,own,little,little,975,15
691,25,female,1,own,moderate,moderate,2631,15
692,29,male,2,own,moderate,moderate,2896,24
693,44,male,1,own,NA,little,4716,6
694,28,male,2,own,little,NA,2284,24
695,50,male,2,rent,quite rich,NA,1236,6
696,29,male,2,own,little,moderate,1103,12
697,38,female,0,own,little,NA,926,12
698,24,male,2,own,little,NA,1800,18
699,40,male,3,rent,little,rich,1905,15
700,29,female,1,rent,quite rich,NA,1123,12
701,46,male,2,free,little,little,6331,48
702,47,female,2,free,moderate,rich,1377,24
703,41,male,2,own,moderate,moderate,2503,30
704,32,female,2,own,little,moderate,2528,27
705,35,female,2,free,quite rich,NA,5324,15
706,24,male,2,own,moderate,moderate,6560,48
707,25,female,2,rent,little,moderate,2969,12
708,25,female,2,own,little,moderate,1206,9
709,37,male,1,own,little,moderate,2118,9
710,32,male,3,own,quite rich,NA,629,18
711,35,female,2,free,little,little,1198,6
712,46,male,3,own,NA,NA,2476,21
713,25,male,1,own,little,little,1138,9
714,27,male,3,own,little,moderate,14027,60
715,63,male,2,own,NA,NA,7596,30
716,40,male,2,own,NA,NA,3077,30
717,32,male,3,free,little,NA,1505,18
718,31,male,2,own,NA,rich,3148,24
719,31,male,2,own,moderate,moderate,6148,20
720,34,male,3,own,little,rich,1337,9
721,24,female,2,rent,rich,moderate,433,6
722,24,female,1,own,little,little,1228,12
723,66,female,1,own,quite rich,moderate,790,9
724,21,female,2,rent,little,NA,2570,27
725,41,female,1,own,rich,NA,250,6
726,47,male,1,own,quite rich,NA,1316,15
727,25,female,2,rent,little,little,1882,18
728,59,female,2,rent,little,moderate,6416,48
729,36,male,2,own,rich,rich,1275,24
730,33,male,2,own,little,moderate,6403,24
731,21,male,1,rent,little,little,1987,24
732,44,female,1,own,little,moderate,760,8
733,28,female,2,rent,rich,NA,2603,24
734,37,female,2,own,little,NA,3380,4
735,29,female,0,own,NA,moderate,3990,36
736,23,female,3,rent,little,moderate,11560,24
737,35,male,1,own,moderate,little,4380,18
738,45,male,3,own,little,NA,6761,6
739,26,female,1,rent,moderate,moderate,4280,30
740,32,male,2,own,moderate,little,2325,24
741,23,male,1,own,little,moderate,1048,10
742,41,male,2,own,NA,NA,3160,21
743,22,male,2,own,quite rich,little,2483,24
744,30,male,3,own,NA,little,14179,39
745,28,male,1,own,little,little,1797,13
746,23,female,2,rent,little,little,2511,15
747,37,female,1,own,little,little,1274,12
748,26,male,2,own,NA,NA,5248,21
749,33,male,2,own,little,NA,3029,15
750,49,female,2,own,little,little,428,6
751,23,female,1,own,little,little,976,18
752,23,female,1,rent,moderate,moderate,841,12
753,25,female,2,own,little,NA,5771,30
754,55,male,2,free,rich,NA,1555,12
755,32,female,2,rent,NA,little,1285,24
756,74,male,0,own,little,rich,1299,6
757,39,male,2,free,NA,rich,1271,15
758,31,male,2,own,little,NA,1393,24
759,35,male,2,own,little,little,691,12
760,59,female,2,own,NA,NA,5045,15
761,24,female,2,rent,little,little,2124,18
762,24,male,1,own,little,little,2214,12
763,30,male,3,free,NA,NA,12680,21
764,27,male,2,own,moderate,NA,2463,24
765,40,male,1,own,little,moderate,1155,12
766,31,male,1,own,little,little,3108,30
767,31,female,2,rent,NA,NA,2901,10
768,28,male,2,rent,little,moderate,3617,12
769,63,male,1,own,little,NA,1655,12
770,26,female,2,rent,NA,little,2812,24
771,25,female,3,own,little,little,8065,36
772,36,male,3,own,little,NA,3275,21
773,52,male,2,own,moderate,NA,2223,24
774,66,male,0,free,quite rich,rich,1480,12
775,25,female,2,rent,NA,little,1371,24
776,37,male,2,own,little,NA,3535,36
777,25,female,2,own,little,little,3509,18
778,38,male,3,own,rich,NA,5711,36
779,67,female,2,own,little,moderate,3872,18
780,25,male,2,own,little,moderate,4933,39
781,60,male,2,own,rich,NA,1940,24
782,31,male,1,own,little,moderate,1410,12
783,23,female,1,own,moderate,moderate,836,12
784,60,male,3,own,NA,moderate,6468,20
785,35,male,1,own,rich,moderate,1941,18
786,40,male,2,own,quite rich,NA,2675,22
787,38,male,2,own,NA,NA,2751,48
788,50,male,2,free,little,moderate,6224,48
789,27,male,2,own,little,little,5998,40
790,39,female,2,own,little,moderate,1188,21
791,41,male,3,own,NA,NA,6313,24
792,27,male,2,own,NA,NA,1221,6
793,51,male,2,free,little,rich,2892,24
794,32,male,2,rent,quite rich,NA,3062,24
795,22,female,2,rent,moderate,NA,2301,9
796,51,male,2,free,NA,little,7511,18
797,22,female,1,rent,little,NA,1258,12
798,54,male,2,own,NA,NA,717,24
799,35,male,0,own,NA,moderate,1549,9
800,54,male,2,free,little,NA,1597,24
801,48,female,1,rent,little,moderate,1795,18
802,24,female,2,own,little,little,4272,20
803,35,male,2,own,NA,NA,976,12
804,24,female,0,rent,NA,moderate,7472,12
805,24,male,2,own,little,little,9271,36
806,26,male,1,own,little,moderate,590,6
807,65,male,2,own,NA,NA,930,12
808,55,male,3,free,little,moderate,9283,42
809,26,female,0,rent,little,moderate,1778,15
810,26,male,2,own,little,moderate,907,8
811,28,male,1,own,little,moderate,484,6
812,24,male,2,own,little,little,9629,36
813,54,male,2,own,little,little,3051,48
814,46,male,2,free,little,little,3931,48
815,54,female,2,rent,little,moderate,7432,36
816,62,male,2,own,quite rich,NA,1338,6
817,24,female,2,rent,little,NA,1554,6
818,43,male,3,own,little,little,15857,36
819,26,male,2,own,little,little,1345,18
820,27,male,2,own,little,NA,1101,12
821,24,male,2,own,little,rich,3016,12
822,41,male,2,own,little,little,2712,36
823,47,male,1,own,little,little,731,8
824,35,male,3,own,little,NA,3780,18
825,30,male,2,own,little,little,1602,21
826,33,female,2,rent,little,little,3966,18
827,36,male,2,own,little,NA,4165,18
828,47,male,2,free,NA,little,8335,36
829,38,male,2,free,NA,moderate,6681,48
830,44,male,2,own,quite rich,NA,2375,24
831,23,female,2,rent,little,little,1216,18
832,29,male,2,rent,little,little,11816,45
833,42,female,2,own,NA,moderate,5084,24
834,25,female,1,own,little,rich,2327,15
835,48,male,2,own,little,little,1082,12
836,21,female,2,own,NA,NA,886,12
837,23,female,1,rent,little,NA,601,4
838,63,male,2,own,little,little,2957,24
839,46,male,2,own,little,NA,2611,24
840,29,male,2,own,little,little,5179,36
841,28,male,1,own,little,NA,2993,21
842,23,female,2,own,little,NA,1943,18
843,50,male,2,own,little,NA,1559,24
844,47,male,2,own,little,NA,3422,18
845,35,male,2,own,NA,moderate,3976,21
846,68,male,2,rent,NA,NA,6761,18
847,28,male,2,own,little,NA,1249,24
848,59,male,2,own,little,little,1364,9
849,57,male,1,own,little,little,709,12
850,33,male,2,rent,little,little,2235,20
851,43,male,2,own,NA,NA,4042,24
852,35,male,2,free,little,NA,1471,15
853,32,male,1,free,little,little,1442,18
854,45,male,2,own,little,NA,10875,36
855,33,male,2,own,moderate,NA,1474,24
856,40,female,2,own,NA,NA,894,10
857,28,male,2,free,little,NA,3343,15
858,29,female,2,own,little,little,3959,15
859,26,male,2,rent,moderate,NA,3577,9
860,27,male,2,own,rich,NA,5804,24
861,28,male,2,own,little,NA,2169,18
862,35,female,2,own,little,little,2439,24
863,32,male,1,own,rich,NA,4526,27
864,25,male,1,rent,little,NA,2210,10
865,20,female,2,rent,quite rich,NA,2221,15
866,27,female,2,own,little,little,2389,18
867,42,male,2,own,little,NA,3331,12
868,37,male,2,own,NA,NA,7409,36
869,24,female,2,rent,little,little,652,12
870,40,female,2,own,quite rich,NA,7678,36
871,46,male,2,own,little,rich,1343,6
872,26,male,2,own,moderate,little,1382,24
873,24,female,2,own,NA,NA,874,15
874,29,male,1,own,little,little,3590,12
875,40,female,2,own,rich,moderate,1322,11
876,36,male,3,free,little,little,1940,18
877,28,male,2,own,little,NA,3595,36
878,27,male,3,free,little,little,1422,9
879,36,male,2,own,NA,NA,6742,30
880,38,male,3,own,little,NA,7814,24
881,48,male,2,free,NA,NA,9277,24
882,36,male,2,own,NA,moderate,2181,30
883,65,female,0,own,little,NA,1098,18
884,43,male,2,own,little,moderate,4057,24
885,53,female,2,own,little,little,795,12
886,34,male,2,own,NA,moderate,2825,24
887,23,male,2,own,little,moderate,15672,48
888,34,male,3,own,little,NA,6614,36
889,40,male,2,rent,NA,NA,7824,28
890,43,male,3,own,little,little,2442,27
891,46,male,2,own,little,NA,1829,15
892,38,male,1,own,little,little,2171,12
893,34,male,2,own,little,moderate,5800,36
894,29,male,2,own,NA,NA,1169,18
895,31,male,3,own,NA,NA,8947,36
896,28,female,3,rent,little,little,2606,21
897,35,female,2,own,rich,NA,1592,12
898,33,female,1,rent,NA,NA,2186,15
899,42,male,2,own,little,little,4153,18
900,43,male,2,rent,little,little,2625,16
901,44,male,2,own,NA,NA,3485,20
902,42,male,2,free,NA,NA,10477,36
903,40,male,2,rent,NA,NA,1386,15
904,36,male,3,own,little,NA,1278,24
905,20,male,3,rent,little,little,1107,12
906,24,male,1,own,NA,little,3763,21
907,27,male,2,own,NA,moderate,3711,36
908,46,female,1,own,little,NA,3594,15
909,33,female,1,own,NA,moderate,3195,9
910,34,female,2,own,little,NA,4454,36
911,25,female,1,own,little,moderate,4736,24
912,25,female,2,own,NA,moderate,2991,30
913,28,male,2,own,rich,NA,2142,11
914,31,male,2,rent,little,little,3161,24
915,32,female,3,own,little,moderate,18424,48
916,32,male,2,own,moderate,NA,2848,10
917,68,male,3,own,little,little,14896,6
918,33,male,2,own,moderate,little,2359,24
919,39,male,3,rent,little,little,3345,24
920,28,female,2,own,little,NA,1817,18
921,37,male,3,own,quite rich,NA,12749,48
922,22,female,2,rent,little,little,1366,9
923,30,male,2,rent,little,moderate,2002,12
924,55,male,2,own,little,little,6872,24
925,46,male,2,own,little,little,697,12
926,21,female,2,rent,little,little,1049,18
927,39,male,2,free,little,little,10297,48
928,58,male,2,own,NA,NA,1867,30
929,43,male,1,own,little,little,1344,12
930,24,male,1,own,little,little,1747,24
931,22,female,2,own,little,moderate,1670,9
932,30,male,2,own,little,NA,1224,9
933,42,male,2,own,quite rich,NA,522,12
934,23,female,2,own,little,little,1498,12
935,30,male,3,own,moderate,moderate,1919,30
936,28,female,1,own,little,rich,745,9
937,30,male,3,rent,little,moderate,2063,6
938,42,male,2,free,little,moderate,6288,60
939,46,male,3,own,NA,NA,6842,24
940,45,male,3,own,NA,NA,3527,12
941,31,male,1,own,little,NA,1546,10
942,31,male,2,own,NA,NA,929,24
943,42,male,1,own,little,NA,1455,4
944,46,female,2,rent,little,little,1845,15
945,30,female,2,own,quite rich,moderate,8358,48
946,30,male,2,free,quite rich,little,3349,24
947,38,male,3,own,NA,NA,2859,12
948,43,male,1,own,little,NA,1533,18
949,31,male,2,own,moderate,NA,3621,24
950,40,male,0,own,little,moderate,3590,18
951,24,male,2,own,little,little,2145,36
952,28,female,2,rent,quite rich,moderate,4113,24
953,26,female,3,own,little,NA,10974,36
954,29,female,2,own,little,little,1893,12
955,57,female,3,rent,rich,little,1231,24
956,49,male,1,own,NA,rich,3656,30
957,37,male,1,own,little,moderate,1154,9
958,45,male,1,own,little,little,4006,28
959,30,male,2,free,moderate,moderate,3069,24
960,30,male,2,rent,little,NA,1740,6
961,47,male,2,own,little,moderate,2353,21
962,29,male,2,own,NA,NA,3556,15
963,35,male,2,own,quite rich,NA,2397,24
964,22,male,1,own,little,moderate,454,6
965,26,female,2,own,NA,moderate,1715,30
966,23,male,1,own,quite rich,moderate,2520,27
967,54,female,3,rent,little,NA,3568,15
968,29,male,2,rent,NA,NA,7166,42
969,40,male,1,own,little,little,3939,11
970,22,male,2,own,moderate,moderate,1514,15
971,43,male,1,own,little,NA,7393,24
972,29,female,0,rent,little,little,1193,24
973,36,male,2,rent,little,little,7297,60
974,33,female,2,own,little,NA,2831,30
975,57,female,1,own,quite rich,rich,1258,24
976,64,female,2,own,little,moderate,753,6
977,42,male,2,own,NA,moderate,2427,18
978,47,male,1,own,little,NA,2538,24
979,25,male,2,rent,moderate,moderate,1264,15
980,49,male,2,own,little,moderate,8386,30
981,33,male,3,rent,little,NA,4844,48
982,28,female,3,own,moderate,rich,2923,21
983,26,male,2,own,little,little,8229,36
984,30,male,1,own,little,NA,2028,24
985,25,female,2,rent,little,little,1433,15
986,33,male,2,own,little,rich,6289,42
987,64,female,2,own,moderate,NA,1409,13
988,29,male,3,free,little,little,6579,24
989,48,male,1,own,little,moderate,1743,24
990,37,male,1,own,NA,NA,3565,12
991,34,male,1,own,moderate,NA,1569,15
992,23,male,1,rent,NA,little,1936,18
993,30,male,3,own,little,little,3959,36
994,50,male,2,own,NA,NA,2390,12
995,31,female,1,own,little,NA,1736,12
996,40,male,3,own,little,little,3857,30
997,38,male,2,own,little,NA,804,12
998,23,male,2,free,little,little,1845,45
999,27,male,2,own,moderate,moderate,4576,45
